"","case_order","children","age","income","outage_sec_perweek","email","contacts","yearly_equip_failure","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8","churn","area_rural","area_suburban","area_urban","marital_divorced","marital_married","marital_never_married","marital_separated","marital_widowed","gender_female","gender_male","gender_nonbinary","techie_no","techie_yes","contract_month_to_month","contract_one_year","contract_two_year","port_modem_no","port_modem_yes","tablet_no","tablet_yes","internet_service_dsl","internet_service_fiber_optic","internet_service_none","phone_no","phone_yes","multiple_no","multiple_yes","online_security_no","online_security_yes","online_backup_no","online_backup_yes","device_protection_no","device_protection_yes","tech_support_no","tech_support_yes","streaming_tv_no","streaming_tv_yes","streaming_movies_no","streaming_movies_yes","paperless_billing_no","paperless_billing_yes","payment_method_bank_transfer_automatic","payment_method_credit_card_automatic","payment_method_electronic_check","payment_method_mailed_check"
"11",2.77258872223978,0.693147180559945,3.43398720448515,11.0706585517903,2.54872072185695,2.39789527279837,1.38629436111989,0,2.40335299050733,5.08119055952101,7.36726354596582,1.38629436111989,1.38629436111989,1.6094379124341,1.09861228866811,1.38629436111989,1.6094379124341,1.6094379124341,1.09861228866811,"Yes",0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
"12",2.83321334405622,1.38629436111989,3.68887945411394,11.3970930880414,2.46796983916363,2.63905732961526,0.693147180559945,0,2.69934663000766,5.18543283858855,7.51807203943143,1.38629436111989,1.38629436111989,1.38629436111989,1.09861228866811,1.6094379124341,1.38629436111989,1.79175946922805,1.09861228866811,"Yes",0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
"13",2.89037175789616,0,4.15888308335967,10.3628188090692,2.67572307901672,2.63905732961526,0.693147180559945,0,2.82031579652936,5.27794263423098,7.63596875166085,1.38629436111989,1.6094379124341,1.6094379124341,1.38629436111989,1.79175946922805,1.6094379124341,1.6094379124341,1.38629436111989,"Yes",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
"14",2.94443897916644,1.09861228866811,4.11087386417331,10.6952079923521,2.38242778328082,2.83321334405622,1.38629436111989,0,1.19493143596017,5.31656418125404,6.78343685156215,1.09861228866811,1.09861228866811,1.6094379124341,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,"Yes",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
"15",2.99573227355399,1.38629436111989,4.12713438504509,10.5780414442553,2.35846489286655,2.484906649788,0.693147180559945,0,2.8964618599653,5.03364023295963,7.51430737770778,1.38629436111989,1.6094379124341,1.38629436111989,1.6094379124341,1.38629436111989,1.09861228866811,1.38629436111989,1.79175946922805,"No",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0
"16",3.04452243772342,1.38629436111989,3.17805383034795,9.87795177207962,2.47842409838136,2.39789527279837,0.693147180559945,0,2.62511475710953,5.01691333257436,7.57818680609207,1.79175946922805,1.79175946922805,1.79175946922805,1.6094379124341,1.6094379124341,1.6094379124341,1.38629436111989,1.38629436111989,"Yes",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
"17",3.13549421592915,1.38629436111989,3.43398720448515,10.730192031635,2.07754223864519,2.94443897916644,0.693147180559945,0,1.22846792727017,4.85589595437609,6.38873857959728,1.79175946922805,1.79175946922805,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.38629436111989,1.79175946922805,"No",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
"18",3.17805383034795,1.38629436111989,3.97029191355212,10.2198674984842,2.33920392360782,2.83321334405622,0.693147180559945,0.693147180559945,2.03500612452087,4.83599855728794,6.57097162619594,1.38629436111989,1.38629436111989,1.38629436111989,1.09861228866811,1.09861228866811,1.38629436111989,1.79175946922805,1.79175946922805,"No",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
"19",3.2188758248682,1.09861228866811,4.23410650459726,11.2860326439199,2.09297487560721,2.30258509299405,0,0,2.25588308230382,5.01693750007869,6.85264448911685,1.6094379124341,1.6094379124341,1.38629436111989,1.79175946922805,1.38629436111989,1.6094379124341,1.6094379124341,1.38629436111989,"No",0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
"20",3.25809653802148,1.38629436111989,4.33073334028633,10.2584071567672,2.69109253247065,2.77258872223978,0.693147180559945,0,1.91255873016677,5.09688594180473,6.77051872213495,1.38629436111989,1.38629436111989,1.6094379124341,1.09861228866811,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,"Yes",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
"21",3.29583686600433,0.693147180559945,4.35670882668959,9.43825890489874,2.37654794441826,2.56494935746154,0.693147180559945,0,1.64048276277455,4.53748154576453,6.653241934205,1.6094379124341,1.6094379124341,1.6094379124341,1.6094379124341,1.09861228866811,1.6094379124341,1.79175946922805,1.79175946922805,"Yes",0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
"22",3.3322045101752,0.693147180559945,3.87120101090789,9.07831983743057,2.82509871521183,2.77258872223978,0,0.693147180559945,2.43410980320248,5.41008223598214,7.3181724566621,1.79175946922805,1.38629436111989,1.79175946922805,1.38629436111989,1.38629436111989,1.79175946922805,1.6094379124341,1.6094379124341,"Yes",1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
"23",3.36729582998647,0,4.26267987704132,10.6892986874595,2.75596165868714,2.56494935746154,0,0,0.872306073484085,4.94862922226699,6.04037582489524,1.09861228866811,1.09861228866811,1.38629436111989,1.6094379124341,1.6094379124341,1.09861228866811,1.09861228866811,1.09861228866811,"Yes",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
"24",3.40119738166216,1.38629436111989,3.04452243772342,9.25755977934329,2.66969601251472,2.63905732961526,1.09861228866811,0,0.888050236072695,5.30396286568683,7.13919670193705,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,1.09861228866811,1.6094379124341,1.6094379124341,1.09861228866811,"Yes",0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
"25",3.43398720448515,1.6094379124341,4.24849524204936,10.417621398097,2.45253075956087,2.94443897916644,0.693147180559945,0,1.86033123401758,5.55548065628693,7.4651548735456,1.6094379124341,1.6094379124341,1.6094379124341,1.38629436111989,1.09861228866811,1.79175946922805,1.79175946922805,1.6094379124341,"Yes",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0
"26",3.49650756146648,0,3.71357206670431,9.98943035880737,1.69564710304159,2.63905732961526,1.09861228866811,0,1.52304851375767,5.00051290850919,6.20147655020252,1.09861228866811,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,1.09861228866811,1.6094379124341,1.38629436111989,"No",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
"27",3.52636052461616,1.94591014905531,4.4188406077966,10.8582585311783,2.2797919612796,2.30258509299405,0,0,1.74525966156358,5.44287266329214,6.9226371584483,1.6094379124341,1.6094379124341,1.6094379124341,1.79175946922805,1.09861228866811,1.79175946922805,1.38629436111989,1.79175946922805,"Yes",1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
"28",3.55534806148941,1.79175946922805,4.31748811353631,10.1636609572837,2.49581091576437,2.19722457733622,0.693147180559945,0.693147180559945,3.08645165264887,5.17024600081068,7.89422938466739,1.79175946922805,1.79175946922805,1.6094379124341,1.38629436111989,1.79175946922805,1.38629436111989,1.6094379124341,0.693147180559945,"Yes",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"29",3.58351893845611,1.6094379124341,4.24849524204936,9.32479253309069,1.87805778311805,2.77258872223978,0.693147180559945,0,1.49768589412619,5.59346396621743,6.9873188214128,1.94591014905531,1.79175946922805,1.79175946922805,1.79175946922805,1.09861228866811,1.94591014905531,1.79175946922805,1.79175946922805,"Yes",0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
"30",3.61091791264422,0.693147180559945,3.97029191355212,9.02211622914561,2.69487221696247,2.484906649788,0,0.693147180559945,1.86850261687403,5.09671064259231,7.09916967697786,1.6094379124341,1.09861228866811,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,"Yes",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
"31",3.63758615972639,1.09861228866811,3.29583686600433,9.22185482548615,2.85129424146752,2.83321334405622,0.693147180559945,0.693147180559945,1.46163181852177,5.44238798713634,6.80082899859869,1.6094379124341,1.38629436111989,1.79175946922805,1.79175946922805,1.09861228866811,1.6094379124341,1.79175946922805,1.79175946922805,"Yes",0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
"32",3.66356164612965,0.693147180559945,3.25809653802148,10.4976485801737,2.34632110729558,2.30258509299405,1.09861228866811,0,2.09943551427128,4.94876896835115,7.20186427146787,1.79175946922805,1.94591014905531,1.6094379124341,1.09861228866811,1.79175946922805,1.38629436111989,1.38629436111989,1.38629436111989,"No",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
"33",3.68887945411394,0.693147180559945,4.20469261939097,10.1424430337977,2.88149965302061,2.56494935746154,0.693147180559945,0,2.38394048001924,5.22555676858559,7.01660401481985,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.09861228866811,1.6094379124341,1.6094379124341,1.79175946922805,"No",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
"34",3.71357206670431,0.693147180559945,4.29045944114839,10.8265056051597,2.19421307252638,2.39789527279837,0.693147180559945,0.693147180559945,2.83568217398609,5.00040880804909,7.33374673283126,1.38629436111989,1.6094379124341,1.38629436111989,1.94591014905531,1.6094379124341,1.6094379124341,1.94591014905531,1.09861228866811,"No",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
"35",3.73766961828337,1.38629436111989,3.09104245335832,10.5509145641652,2.52003776834752,2.56494935746154,0.693147180559945,0,2.32040336864849,5.15593467074669,7.17865029825521,1.79175946922805,1.09861228866811,1.38629436111989,1.38629436111989,1.38629436111989,1.79175946922805,1.6094379124341,1.6094379124341,"No",0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
"36",3.76120011569356,1.38629436111989,4.02535169073515,10.8759366650503,2.20402042869546,2.83321334405622,1.09861228866811,0,1.38700514445356,4.68658415920099,6.79558998894035,1.38629436111989,1.38629436111989,1.09861228866811,1.38629436111989,1.79175946922805,1.6094379124341,1.38629436111989,1.38629436111989,"No",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
"37",3.78418963391826,1.6094379124341,3.73766961828337,9.39302269701878,2.60622453567855,2.484906649788,0.693147180559945,1.09861228866811,1.59417288346956,5.54573086943672,7.02694349934834,1.38629436111989,1.38629436111989,1.38629436111989,1.79175946922805,0.693147180559945,1.6094379124341,1.38629436111989,1.6094379124341,"Yes",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
"38",3.80666248977032,1.6094379124341,3.49650756146648,10.0896193411686,2.22522500866677,2.63905732961526,0,0,2.97346602482312,5.26505394742936,7.60971849931048,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,1.6094379124341,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
"39",3.8286413964891,0,3.13549421592915,9.62502485078191,2.65017487151604,1.94591014905531,0,0,2.28221856736108,5.49566116401712,7.25399169688282,1.6094379124341,1.6094379124341,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.38629436111989,1.6094379124341,"Yes",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
"40",3.85014760171006,1.09861228866811,3.80666248977032,10.9052103816606,2.44958141619246,1.79175946922805,0.693147180559945,0,2.43162594320801,5.50604257170439,7.4452362733316,1.38629436111989,1.38629436111989,1.09861228866811,1.09861228866811,1.6094379124341,1.38629436111989,1.79175946922805,1.09861228866811,"Yes",0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
"41",3.89182029811063,1.38629436111989,3.78418963391826,10.5283326051337,2.37490937335782,2.484906649788,0.693147180559945,0,2.34441260539571,5.27814632199455,7.1024501076484,1.6094379124341,1.79175946922805,1.38629436111989,1.6094379124341,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,"Yes",0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
"42",3.91202300542815,0.693147180559945,4.46590811865458,10.1862259250158,2.18252380983905,2.484906649788,1.09861228866811,1.09861228866811,2.17022901650056,4.66308878747884,6.60801509482703,1.38629436111989,1.6094379124341,1.38629436111989,1.09861228866811,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,"No",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"43",3.93182563272433,1.09861228866811,4.44265125649032,11.244154511428,2.5979103782844,2.70805020110221,0,0.693147180559945,2.5312640468603,4.53783333183293,6.80125146033579,1.38629436111989,1.38629436111989,1.6094379124341,1.38629436111989,1.79175946922805,1.38629436111989,1.38629436111989,1.6094379124341,"No",0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
"44",3.95124371858143,1.09861228866811,4.14313472639153,8.44749364171962,2.29829258595358,2.63905732961526,1.38629436111989,0,1.46875207777187,5.22563744194118,6.93477413206851,1.09861228866811,1.09861228866811,1.38629436111989,1.6094379124341,1.38629436111989,1.79175946922805,1.09861228866811,1.6094379124341,"Yes",0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0
"45",3.97029191355212,1.79175946922805,4.23410650459726,10.6878878304235,2.1988922651937,2.56494935746154,0.693147180559945,0,2.12092765934149,5.2399253197428,7.11902406269405,1.09861228866811,1.38629436111989,1.38629436111989,1.79175946922805,1.6094379124341,1.09861228866811,1.38629436111989,1.09861228866811,"Yes",0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
"46",3.98898404656427,0.693147180559945,4.0943445622221,10.5556187093367,1.65064659135031,2.19722457733622,0,0,1.86972837035818,5.01702876556408,6.59081353292538,1.6094379124341,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.09861228866811,1.79175946922805,1.6094379124341,"No",0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
"47",4.00733318523247,0,3.46573590279973,10.6950899620445,2.49647327604197,1.94591014905531,0,0,0.937183827139062,5.14133992519233,6.11781555133418,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.6094379124341,1.6094379124341,1.09861228866811,1.38629436111989,"Yes",0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
"48",4.02535169073515,0,3.95124371858143,9.57259521925847,2.30631697684512,2.484906649788,1.09861228866811,0,2.57106165846282,5.08141231526342,7.16832912853605,1.6094379124341,1.09861228866811,1.6094379124341,1.79175946922805,1.6094379124341,1.38629436111989,1.38629436111989,1.6094379124341,"Yes",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
"49",4.04305126783455,0.693147180559945,4.07753744390572,11.0406939157529,2.47787765837285,2.484906649788,0.693147180559945,0.693147180559945,2.70716062287814,4.8749079149144,7.51840538808873,1.38629436111989,1.6094379124341,1.38629436111989,1.94591014905531,1.38629436111989,1.6094379124341,1.79175946922805,1.38629436111989,"No",0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
"50",4.06044301054642,0.693147180559945,4.30406509320417,11.3221990057332,2.23939223628384,2.484906649788,0,0.693147180559945,2.3573916932037,4.75316686875948,7.18941684550378,1.79175946922805,1.6094379124341,1.38629436111989,1.79175946922805,1.38629436111989,1.38629436111989,1.79175946922805,1.6094379124341,"Yes",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
"51",4.0943445622221,0.693147180559945,4.07753744390572,9.58669930872332,2.4177101139237,2.77258872223978,1.09861228866811,0,2.81664812230303,5.3988310301726,7.5336209943707,1.38629436111989,1.79175946922805,1.38629436111989,1.09861228866811,1.6094379124341,1.79175946922805,1.79175946922805,1.6094379124341,"Yes",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
"52",4.11087386417331,0,3.91202300542815,10.2822136723213,2.24341434138345,2.30258509299405,0.693147180559945,0,2.10822401024945,4.83610792356328,6.51872375873654,1.79175946922805,1.79175946922805,1.38629436111989,1.6094379124341,1.6094379124341,1.79175946922805,1.79175946922805,1.6094379124341,"No",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
"53",4.12713438504509,0.693147180559945,3.29583686600433,10.9208939433984,2.23924911453877,2.56494935746154,0.693147180559945,0,1.35351727277415,5.11177500065861,6.99208751928798,1.79175946922805,1.79175946922805,1.6094379124341,1.6094379124341,1.38629436111989,1.6094379124341,1.6094379124341,1.6094379124341,"No",0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
"54",4.14313472639153,0.693147180559945,3.25809653802148,11.3124296319965,2.35763413337479,2.39789527279837,1.38629436111989,0,1.20742943787873,5.27799612669561,6.55926679237403,1.38629436111989,1.6094379124341,1.38629436111989,1.09861228866811,1.38629436111989,1.6094379124341,1.09861228866811,1.6094379124341,"No",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
